word,freq_zipf,language,source,n_density,old20,gender
abono,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.9,masculine
aborda,3.68,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.8,feminine
abordado,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.05,masculine
aborto,4.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,masculine
abra,3.94,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.3,feminine
abraza,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
abrazado,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,masculine
abrazo,4.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
abriera,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
abrigo,3.92,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,masculine
abrirlo,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
abro,3.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.55,masculine
abrumadora,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.8,feminine
abría,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.75,feminine
absoluta,4.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.2,feminine
absoluto,4.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.0,masculine
absorbido,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.7,masculine
abstinencia,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.35,feminine
abstracta,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.65,feminine
abstracto,3.56,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.4,masculine
absuelto,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,masculine
absurda,3.75,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
absurdo,4.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.75,masculine
abuela,4.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
abuelita,3.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,feminine
abuelo,4.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,masculine
abunda,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.1,feminine
abundancia,3.92,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.7,feminine
aburrida,3.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
aburrido,4.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
aburrimiento,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.25,masculine
abusa,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
abusado,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
abusiva,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,feminine
abusivo,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.8,masculine
abuso,4.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
aca,4.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",20,1.0,feminine
acaba,4.85,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.45,feminine
acababa,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.15,feminine
acabada,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,feminine
acabado,4.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
acabara,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
acabaría,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,feminine
acabo,4.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.7,masculine
academia,4.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.3,feminine
académica,4.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.4,feminine
académico,4.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.5,masculine
acantilado,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.55,masculine
acapulco,3.71,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.85,masculine
acaso,4.68,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
accedido,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,masculine
acceso,5.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,masculine
accesorio,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.7,masculine
accidentado,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.7,masculine
accionista,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.6,feminine
acecho,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.25,masculine
acelera,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
acelerada,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
acelerado,3.56,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
acento,4.1,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
acepta,4.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.65,feminine
aceptaba,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,feminine
aceptada,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.85,feminine
aceptado,4.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
aceptara,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.0,feminine
aceptarlo,3.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,masculine
aceptaría,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
acepto,4.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.75,masculine
acera,3.56,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.75,feminine
acerca,5.1,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.7,feminine
acercaba,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.45,feminine
acercado,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.0,masculine
acercamiento,3.91,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.8,masculine
acerco,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,masculine
acero,4.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.75,masculine
acertada,3.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,feminine
acertado,3.7,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.95,masculine
acervo,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
acevedo,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,masculine
acido,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
acierta,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
acierto,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
aclamado,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
aclara,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
aclarado,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,masculine
aclaro,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
acogida,3.95,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
acogido,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,masculine
acomoda,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
acomodada,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.1,feminine
acomodo,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
acompaña,4.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.05,feminine
acompañaba,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
acompañada,4.02,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,feminine
acompañado,4.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,masculine
acompaño,3.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.5,masculine
aconseja,3.7,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.5,feminine
aconsejado,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,masculine
aconsejo,3.55,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,masculine
acontecido,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,masculine
acopio,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,masculine
acordaba,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
acordada,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,feminine
acordado,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
acosado,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
acoso,4.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
acosta,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.9,feminine
acostado,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
acostumbra,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.95,feminine
acostumbrada,3.72,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.65,feminine
acostumbrado,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.35,masculine
acostumbro,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.45,masculine
acredita,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
acreditada,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.25,feminine
acreditado,3.55,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.95,masculine
acta,4.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.45,feminine
activa,4.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,feminine
activada,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
activado,3.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
activismo,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.35,masculine
activista,3.87,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.15,feminine
activo,4.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
acto,4.91,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.5,masculine
actua,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,feminine
actuaba,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
actuado,3.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,masculine
actualiza,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,feminine
actualizada,3.65,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.2,feminine
actualizado,3.96,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.05,masculine
actúa,4.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
acuario,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
acudido,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,masculine
acueducto,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.95,masculine
acuerda,3.99,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
acuerdo,5.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
acuesta,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
acumula,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
acumulada,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.1,feminine
acumulado,3.66,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.9,masculine
acusa,4.02,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.7,feminine
acusaba,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,feminine
acusada,3.66,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
acusado,4.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,masculine
acuático,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,masculine
acuña,3.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
acústica,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,feminine
acústico,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.8,masculine
ada,3.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",21,1.0,feminine
adapta,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.05,feminine
adaptada,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,feminine
adaptado,3.71,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.15,masculine
adecuada,4.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
adecuado,4.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,masculine
adela,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
adelanta,3.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.35,feminine
adelantada,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.15,feminine
adelantado,3.94,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,masculine
adelanto,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.4,masculine
adentro,4.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,masculine
adicta,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
adictivo,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,masculine
adicto,3.74,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,masculine
adivina,3.65,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
adivino,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
adjetivo,3.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.05,masculine
adjunta,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
adjunto,3.96,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
administra,3.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,feminine
administrada,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.4,feminine
administrado,3.55,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.0,masculine
admira,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,feminine
admiraba,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
admirado,3.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,masculine
admiro,3.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,masculine
admitido,3.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,masculine
admitirlo,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.55,masculine
admito,3.81,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,masculine
ado,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",12,1.0,masculine
adolescencia,3.92,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.65,feminine
adolfo,3.94,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,masculine
adopta,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
adoptada,3.72,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,feminine
adoptado,4.02,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
adoptivo,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,masculine
adora,3.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.7,feminine
adornado,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.45,masculine
adorno,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.1,masculine
adoro,3.87,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
adquiera,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
adquirida,3.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.1,feminine
adquirido,4.01,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.95,masculine
adquisitivo,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.55,masculine
adrenalina,3.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.65,feminine
adriana,3.71,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,feminine
adriano,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
adscrito,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,masculine
aduana,3.96,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.4,feminine
aduanera,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,feminine
adulta,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,feminine
adulterio,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.95,masculine
adulto,4.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,masculine
advenimiento,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.85,masculine
adversario,3.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.75,masculine
adverso,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.6,masculine
advertencia,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.8,feminine
advertido,3.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,masculine
advierto,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,masculine
aerolínea,3.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.1,feminine
aeronáutica,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.8,feminine
aeropuerto,4.75,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.0,masculine
afa,3.51,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",17,1.0,feminine
afecta,4.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
afectaba,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
afectada,3.98,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.0,feminine
afectado,4.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
afectaría,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
afectivo,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
afecto,3.96,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.75,masculine
aficionado,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.35,masculine
afiliado,3.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,masculine
afirma,4.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
afirmaba,3.68,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
afirmado,3.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.1,masculine
