word,freq_zipf,language,source,n_density,old20,gender
afirmativo,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.75,masculine
afirmo,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.15,masculine
afloja,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.4,feminine
afluencia,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.25,feminine
aforo,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
afortunada,3.51,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.6,feminine
afortunado,3.65,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.3,masculine
africa,4.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
africana,3.84,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
africano,3.93,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
afro,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
afronta,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
afuera,4.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,feminine
agarra,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.6,feminine
agarrado,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,masculine
agarro,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.8,masculine
agencia,4.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.35,feminine
agenda,4.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,feminine
agita,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
agitada,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,feminine
agitado,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
ago,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",9,1.0,masculine
agonía,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.6,feminine
agora,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,feminine
agosto,5.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,masculine
agota,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
agotada,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.15,feminine
agotado,3.74,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,masculine
agotamiento,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,masculine
agrada,3.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,feminine
agradecería,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.9,feminine
agradecida,3.68,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.4,feminine
agradecido,3.99,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.2,masculine
agradezco,4.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.65,masculine
agrado,3.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
agraria,3.75,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
agrario,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
agrava,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
agravado,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,masculine
agredido,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
agrega,4.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
agregada,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
agregado,4.01,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,masculine
agrego,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.0,masculine
agresiva,3.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
agresivo,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,masculine
agricultura,4.55,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.55,feminine
agro,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
agronomía,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.6,feminine
agropecuaria,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,5.35,feminine
agropecuario,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,5.1,masculine
agrupa,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.25,feminine
agrícola,4.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.8,feminine
agua,5.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.85,feminine
aguado,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
aguanta,3.91,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,feminine
aguanto,3.56,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,masculine
aguarda,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,feminine
aguda,3.75,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
agudo,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
aguila,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.05,feminine
aguilera,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.05,feminine
aguinaldo,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,masculine
aguja,3.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,feminine
agujero,4.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,masculine
agustina,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
agüero,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,masculine
ahoga,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
ahogado,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
ahogo,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
ahora,6.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
ahorcado,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
ahorita,4.06,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
ahorra,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,feminine
ahorrado,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,masculine
ahorro,4.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
ahumada,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
aida,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.55,feminine
aislada,3.71,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
aislado,3.95,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,masculine
aislamiento,4.06,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.7,masculine
aja,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",18,1.0,feminine
ajena,4.02,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.75,feminine
ajeno,4.02,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
ajo,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",11,1.15,masculine
ajusta,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,feminine
ajustada,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.5,feminine
ajustado,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.1,masculine
aka,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",16,1.05,feminine
ala,4.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",29,1.0,feminine
alaba,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
alabado,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
alabama,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
alabanza,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
alameda,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,feminine
alarma,4.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,feminine
alaska,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
alba,4.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.55,feminine
albania,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
albedrío,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,masculine
alberca,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,feminine
alberga,3.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,feminine
alberto,4.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,masculine
albino,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,masculine
alboroto,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.45,masculine
alcaldesa,3.84,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.45,feminine
alcaldía,4.06,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.15,feminine
alcantarilla,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.4,feminine
alcanza,4.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.95,feminine
alcanzaba,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
alcanzada,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,feminine
alcanzado,4.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,masculine
alcanzaría,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.05,feminine
alcanzo,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.5,masculine
alcoholismo,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.9,masculine
alcohólica,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.2,feminine
alcohólico,3.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,4.25,masculine
alcántara,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.55,feminine
aldea,4.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,feminine
aldo,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.6,masculine
aleatoria,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.4,feminine
aleatorio,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.6,masculine
alega,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.65,feminine
alegato,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,masculine
alegoría,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,feminine
alegra,4.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.7,feminine
alegria,3.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,feminine
alegro,4.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,masculine
alegría,4.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.05,feminine
aleja,3.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",8,1.5,feminine
alejada,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
alejado,3.96,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
alejamiento,3.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.2,masculine
alejandra,3.74,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.55,feminine
alejandro,4.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,masculine
alejandría,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.45,feminine
alejo,3.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.8,masculine
alemana,4.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.3,feminine
alemania,4.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
alepo,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
alergia,3.55,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.45,feminine
alerta,4.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.8,feminine
alessandro,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.45,masculine
aleta,3.47,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.5,feminine
alexa,3.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
alexandra,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.95,feminine
alfa,3.92,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.6,feminine
alfabeto,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.55,masculine
alfabético,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.65,masculine
alfaro,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,masculine
alfombra,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.4,feminine
alfonso,4.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,masculine
alfredo,4.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,masculine
algo,5.99,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.65,masculine
algoritmo,3.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.9,masculine
alguna,5.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,feminine
alguno,4.84,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,masculine
alhambra,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.25,feminine
aliada,3.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
aliado,4.0,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
alianza,4.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,feminine
alicia,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,feminine
alienta,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
aliento,4.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
alienígena,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.6,feminine
alimenta,3.84,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,feminine
alimentado,3.47,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,masculine
alimentaria,3.94,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.1,feminine
alimentario,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,masculine
