word,freq_zipf,language,source,n_density,old20,id,length,frequency,condition,set,list,trial
同意,5.15,chinese,wordfreq,85,1.0,5017,2,5.15,high_frequency,28,1,140
有人,5.58,chinese,wordfreq,201,1.0,11193,2,5.58,high_frequency,67,1,141
人数,5.11,chinese,wordfreq,99,1.0,1719,2,5.11,high_frequency,21,1,142
所谓,5.22,chinese,wordfreq,20,1.0,9268,2,5.22,high_frequency,37,1,143
经过,5.38,chinese,wordfreq,57,1.0,15349,2,5.38,high_frequency,54,1,144
下发,3.64,chinese,wordfreq,106,1.0,536,2,3.64,low_frequency,18,1,145
一等,5.0,chinese,wordfreq,248,1.0,226,2,5.0,high_frequency,1,1,146
大有,5.13,chinese,wordfreq,246,1.0,6277,2,5.13,high_frequency,25,1,147
下巴,3.68,chinese,wordfreq,68,1.0,546,2,3.68,low_frequency,34,1,148
语言,5.33,chinese,wordfreq,39,1.0,17201,2,5.33,high_frequency,50,1,149
兄弟,5.07,chinese,wordfreq,8,1.55,2604,2,5.07,high_frequency,14,1,150
一个,6.56,chinese,wordfreq,275,1.0,9,2,6.56,high_frequency,80,1,151
版本,5.12,chinese,wordfreq,24,1.0,13341,2,5.12,high_frequency,24,1,152
万多,3.79,chinese,wordfreq,46,1.0,336,2,3.79,low_frequency,74,1,153
千瓦,3.63,chinese,wordfreq,14,1.25,4111,2,3.63,low_frequency,13,1,154
年会,5.25,chinese,wordfreq,81,1.0,8020,2,5.25,high_frequency,41,1,155
类似,5.14,chinese,wordfreq,10,1.5,15068,2,5.14,high_frequency,27,1,156
东坡,3.52,chinese,wordfreq,36,1.0,866,2,3.52,low_frequency,16,1,157
万里,3.88,chinese,wordfreq,75,1.0,352,2,3.88,low_frequency,36,1,158
严密,4.06,chinese,wordfreq,24,1.0,992,2,4.06,low_frequency,24,1,159
著名,5.01,chinese,wordfreq,70,1.0,16458,2,5.01,high_frequency,5,1,160
