word,freq_zipf,language,source,n_density,old20,id,length,frequency,condition,set,list,trial
john,4.86,spanish,wordfreq,1,1.85,16079,4,4.86,sparse_neighbourhood,39,1,132
entero,4.59,spanish,wordfreq,5,1.6,10630,6,4.59,dense_neighbourhood,6,1,133
abajo,4.98,spanish,wordfreq,1,1.9,10,5,4.98,sparse_neighbourhood,49,1,134
sexy,4.2,spanish,wordfreq,1,1.85,25969,4,4.2,sparse_neighbourhood,55,1,135
malas,4.63,spanish,wordfreq,12,1.25,17462,5,4.63,dense_neighbourhood,60,1,136
spam,3.92,spanish,wordfreq,1,1.8,26603,4,3.92,sparse_neighbourhood,62,1,137
arias,3.94,spanish,wordfreq,5,1.6,2102,5,3.94,dense_neighbourhood,2,1,138
judía,3.88,spanish,wordfreq,1,1.9,16144,5,3.88,sparse_neighbourhood,57,1,139
semi,3.94,spanish,wordfreq,1,1.85,25748,4,3.94,sparse_neighbourhood,1,1,140
acero,4.31,spanish,wordfreq,1,1.75,288,5,4.31,sparse_neighbourhood,3,1,141
game,3.86,spanish,wordfreq,8,1.45,13014,4,3.86,dense_neighbourhood,40,1,142
sun,3.92,spanish,wordfreq,20,1,26926,3,3.92,dense_neighbourhood,75,1,143
with,4.2,spanish,wordfreq,0,2,29697,4,4.2,sparse_neighbourhood,70,1,144
meta,4.51,spanish,wordfreq,18,1,18258,4,4.51,dense_neighbourhood,72,1,145
blog,4.73,spanish,wordfreq,0,1.9,3464,4,4.73,sparse_neighbourhood,77,1,146
honda,3.9,spanish,wordfreq,6,1.65,14258,5,3.9,dense_neighbourhood,22,1,147
aguas,4.7,spanish,wordfreq,0,1.85,888,5,4.7,sparse_neighbourhood,5,1,148
ella,5.75,spanish,wordfreq,7,1.35,10102,4,5.75,dense_neighbourhood,32,1,149
tomen,4.21,spanish,wordfreq,5,1.7,27841,5,4.21,dense_neighbourhood,16,1,150
unión,4.99,spanish,wordfreq,1,1.9,28578,5,4.99,sparse_neighbourhood,43,1,151
araña,3.9,spanish,wordfreq,1,1.9,2035,5,3.9,sparse_neighbourhood,22,1,152
mató,4.3,spanish,wordfreq,5,1.65,17954,4,4.3,dense_neighbourhood,11,1,153
demas,4.37,spanish,wordfreq,9,1.5,8223,5,4.37,dense_neighbourhood,46,1,154
firme,4.56,spanish,wordfreq,5,1.55,12418,5,4.56,dense_neighbourhood,7,1,155
radio,5.03,spanish,wordfreq,1,1.9,23517,5,5.03,sparse_neighbourhood,12,1,156
fuga,4.2,spanish,wordfreq,1,1.85,12824,4,4.2,sparse_neighbourhood,42,1,157
cuyo,4.85,spanish,wordfreq,8,1.55,7626,4,4.85,dense_neighbourhood,39,1,158
hill,3.94,spanish,wordfreq,8,1.55,14138,4,3.94,dense_neighbourhood,41,1,159
famosa,4.37,spanish,wordfreq,1,2.1,12065,6,4.37,sparse_neighbourhood,4,1,160
