word,freq_zipf,language,source,n_density,old20,id,length,n_syllables,frequency,condition,set,list,trial
后来,5.3,chinese,wordfreq,82,1,5089,2,0,5.3,high_frequency,47,1,58
万历,3.67,chinese,wordfreq,41,1,330,2,0,3.67,low_frequency,2,1,59
面子,4.01,chinese,wordfreq,197,1,19359,2,0,4.01,low_frequency,67,1,60
成长,5.02,chinese,wordfreq,104,1,9131,2,0,5.02,high_frequency,6,1,61
有人,5.58,chinese,wordfreq,201,1,11193,2,0,5.58,high_frequency,67,1,62
三亚,3.79,chinese,wordfreq,81,1,359,2,0,3.79,low_frequency,41,1,63
下台,4.14,chinese,wordfreq,85,1,537,2,0,4.14,low_frequency,45,1,64
人数,5.11,chinese,wordfreq,99,1,1719,2,0,5.11,high_frequency,21,1,65
先进,5.05,chinese,wordfreq,41,1,2631,2,0,5.05,high_frequency,10,1,66
死亡,5.2,chinese,wordfreq,18,1.05,12015,2,0,5.2,high_frequency,35,1,67
类似,5.14,chinese,wordfreq,10,1.5,15068,2,0,5.14,high_frequency,27,1,68
兄弟,5.07,chinese,wordfreq,8,1.55,2604,2,0,5.07,high_frequency,14,1,69
回来,5.23,chinese,wordfreq,89,1,5515,2,0,5.23,high_frequency,38,1,70
大风,3.7,chinese,wordfreq,198,1,6374,2,0,3.7,low_frequency,64,1,71
万多,3.79,chinese,wordfreq,46,1,336,2,0,3.79,low_frequency,74,1,72
探险,3.93,chinese,wordfreq,15,1.2,9903,2,0,3.93,low_frequency,48,1,73
建立,5.56,chinese,wordfreq,42,1,8219,2,0,5.56,high_frequency,66,1,74
专员,3.9,chinese,wordfreq,55,1,797,2,0,3.9,low_frequency,70,1,75
现场,5.21,chinese,wordfreq,75,1,13589,2,0,5.21,high_frequency,36,1,76
七十,3.81,chinese,wordfreq,28,1,299,2,0,3.81,low_frequency,30,1,77
可能,6.01,chinese,wordfreq,67,1,4834,2,0,6.01,high_frequency,78,1,78
部队,5.08,chinese,wordfreq,42,1,18582,2,0,5.08,high_frequency,17,1,79
万达,3.72,chinese,wordfreq,44,1,351,2,0,3.72,low_frequency,15,1,80
足球,5.24,chinese,wordfreq,29,1,17672,2,0,5.24,high_frequency,40,1,81
召开,5.08,chinese,wordfreq,36,1,4802,2,0,5.08,high_frequency,16,1,82
教育,5.63,chinese,wordfreq,39,1,10397,2,0,5.63,high_frequency,69,1,83
所谓,5.22,chinese,wordfreq,20,1,9268,2,0,5.22,high_frequency,37,1,84
几个,5.36,chinese,wordfreq,69,1,3278,2,0,5.36,high_frequency,52,1,85
丛书,3.85,chinese,wordfreq,26,1,852,2,0,3.85,low_frequency,26,1,86
组织,5.84,chinese,wordfreq,13,1.2,15295,2,0,5.84,high_frequency,76,1,87
女儿,5.24,chinese,wordfreq,53,1,6627,2,0,5.24,high_frequency,39,1,88
银行,5.34,chinese,wordfreq,71,1,18826,2,0,5.34,high_frequency,51,1,89
大学,5.62,chinese,wordfreq,214,1,6245,2,0,5.62,high_frequency,68,1,90
来源,5.18,chinese,wordfreq,32,1,11509,2,0,5.18,high_frequency,33,1,91
失去,5.17,chinese,wordfreq,45,1,6495,2,0,5.17,high_frequency,31,1,92
编辑,5.11,chinese,wordfreq,22,1,15508,2,0,5.11,high_frequency,22,1,93
一个,6.56,chinese,wordfreq,275,1,9,2,0,6.56,high_frequency,80,1,94
临界,3.53,chinese,wordfreq,20,1,1128,2,0,3.53,low_frequency,37,1,95
丢掉,3.93,chinese,wordfreq,23,1,906,2,0,3.93,low_frequency,63,1,96
二世,3.82,chinese,wordfreq,53,1,1454,2,0,3.82,low_frequency,39,1,97
学习,5.48,chinese,wordfreq,49,1,6898,2,0,5.48,high_frequency,62,1,98
同意,5.15,chinese,wordfreq,85,1,5017,2,0,5.15,high_frequency,28,1,99
为民,3.8,chinese,wordfreq,49,1,1155,2,0,3.8,low_frequency,62,1,100
举行,5.44,chinese,wordfreq,78,1,1228,2,0,5.44,high_frequency,58,1,101
影响,5.74,chinese,wordfreq,20,1,8487,2,0,5.74,high_frequency,73,1,102
系列,5.31,chinese,wordfreq,15,1.2,15129,2,0,5.31,high_frequency,48,1,103
三场,3.5,chinese,wordfreq,122,1,383,2,0,3.5,low_frequency,43,1,104
创始,3.94,chinese,wordfreq,18,1.05,3566,2,0,3.94,low_frequency,35,1,105
下岗,4.01,chinese,wordfreq,59,1,545,2,0,4.01,low_frequency,29,1,106
这种,5.81,chinese,wordfreq,85,1,18114,2,0,5.81,high_frequency,75,1,107
严正,3.62,chinese,wordfreq,25,1,996,2,0,3.62,low_frequency,49,1,108
一般,5.52,chinese,wordfreq,239,1,247,2,0,5.52,high_frequency,64,1,109
个数,3.58,chinese,wordfreq,41,1,1016,2,0,3.58,low_frequency,10,1,110
检查,5.1,chinese,wordfreq,27,1,11799,2,0,5.1,high_frequency,20,1,111
语言,5.33,chinese,wordfreq,39,1,17201,2,0,5.33,high_frequency,50,1,112
方法,5.47,chinese,wordfreq,63,1,10659,2,0,5.47,high_frequency,61,1,113
人来,5.27,chinese,wordfreq,122,1,1723,2,0,5.27,high_frequency,43,1,114
万里,3.88,chinese,wordfreq,75,1,352,2,0,3.88,low_frequency,36,1,115
经过,5.38,chinese,wordfreq,57,1,15349,2,0,5.38,high_frequency,54,1,116
不看,5.06,chinese,wordfreq,162,1,718,2,0,5.06,high_frequency,12,1,117
因为,6.11,chinese,wordfreq,50,1,5529,2,0,6.11,high_frequency,79,1,118
他于,5.16,chinese,wordfreq,59,1,1821,2,0,5.16,high_frequency,29,1,119
为首,4.15,chinese,wordfreq,29,1,1161,2,0,4.15,low_frequency,40,1,120
两周,4.11,chinese,wordfreq,87,1,931,2,0,4.11,low_frequency,56,1,121
东盟,3.85,chinese,wordfreq,40,1,883,2,0,3.85,low_frequency,11,1,122
世代,4.17,chinese,wordfreq,34,1,826,2,0,4.17,low_frequency,46,1,123
例如,5.26,chinese,wordfreq,15,1.25,2246,2,0,5.26,high_frequency,42,1,124
大有,5.13,chinese,wordfreq,246,1,6277,2,0,5.13,high_frequency,25,1,125
两倍,3.92,chinese,wordfreq,85,1,921,2,0,3.92,low_frequency,75,1,126
时间,5.93,chinese,wordfreq,59,1,10904,2,0,5.93,high_frequency,77,1,127
严密,4.06,chinese,wordfreq,24,1,992,2,0,4.06,low_frequency,24,1,128
买单,3.88,chinese,wordfreq,27,1,1398,2,0,3.88,low_frequency,20,1,129
下单,3.82,chinese,wordfreq,72,1,534,2,0,3.82,low_frequency,4,1,130
会后,5.1,chinese,wordfreq,62,1,1989,2,0,5.1,high_frequency,19,1,131
何方,3.69,chinese,wordfreq,55,1,2171,2,0,3.69,low_frequency,72,1,132
版本,5.12,chinese,wordfreq,24,1,13341,2,0,5.12,high_frequency,24,1,133
互联,3.68,chinese,wordfreq,19,1,1515,2,0,3.68,low_frequency,8,1,134
二哥,3.53,chinese,wordfreq,36,1,1474,2,0,3.53,low_frequency,71,1,135
理论,5.29,chinese,wordfreq,34,1,13652,2,0,5.29,high_frequency,46,1,136
东汉,3.94,chinese,wordfreq,39,1,880,2,0,3.94,low_frequency,50,1,137
不断,5.46,chinese,wordfreq,166,1,693,2,0,5.46,high_frequency,60,1,138
广泛,5.06,chinese,wordfreq,14,1.3,8104,2,0,5.06,high_frequency,13,1,139
带来,5.19,chinese,wordfreq,68,1,7910,2,0,5.19,high_frequency,34,1,140
今天,5.65,chinese,wordfreq,55,1,1781,2,0,5.65,high_frequency,70,1,141
威胁,5.04,chinese,wordfreq,11,1.45,6807,2,0,5.04,high_frequency,9,1,142
三峡,3.88,chinese,wordfreq,70,1,392,2,0,3.88,low_frequency,5,1,143
著名,5.01,chinese,wordfreq,70,1,16458,2,0,5.01,high_frequency,5,1,144
万辆,3.76,chinese,wordfreq,34,1,350,2,0,3.76,low_frequency,3,1,145
两侧,4.19,chinese,wordfreq,87,1,920,2,0,4.19,low_frequency,23,1,146
成绩,5.05,chinese,wordfreq,40,1,9123,2,0,5.05,high_frequency,11,1,147
自然,5.28,chinese,wordfreq,85,1,16073,2,0,5.28,high_frequency,45,1,148
下放,3.51,chinese,wordfreq,71,1,549,2,0,3.51,low_frequency,51,1,149
东边,3.76,chinese,wordfreq,62,1,890,2,0,3.76,low_frequency,19,1,150
不法,3.75,chinese,wordfreq,195,1,705,2,0,3.75,low_frequency,68,1,151
目标,5.42,chinese,wordfreq,19,1.05,14114,2,0,5.42,high_frequency,57,1,152
万能,3.93,chinese,wordfreq,63,1,347,2,0,3.93,low_frequency,61,1,153
听懂,3.65,chinese,wordfreq,14,1.25,5147,2,0,3.65,low_frequency,14,1,154
精子,3.84,chinese,wordfreq,199,1,15096,2,0,3.84,low_frequency,7,1,155
规则,5.03,chinese,wordfreq,19,1,16837,2,0,5.03,high_frequency,8,1,156
设计,5.49,chinese,wordfreq,23,1,17054,2,0,5.49,high_frequency,63,1,157
亮相,4.16,chinese,wordfreq,15,1.25,1654,2,0,4.16,low_frequency,65,1,158
局限,4.06,chinese,wordfreq,16,1.1,7571,2,0,4.06,low_frequency,53,1,159
下楼,3.65,chinese,wordfreq,69,1,555,2,0,3.65,low_frequency,52,1,160
